name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Cereals ready-to-eat, MOTHER'S COCOA BUMPERS, QUAKER",100 g,382,1.6g,0.3g,0,452.00 mg,0,15.00 mcg,0.00 mcg,1.060 mg,0,0.050 mg,0.150 mg,186.00 IU,9.00 mcg,0,0,0,0,0,0.00 mcg,0.040 mg,0.2 mg,0.00 IU,2.60 mg,2.60 mg,0,16.00 mg,0,2.06 mg,61.00 mg,0,166.00 mg,226.00 mg,0,1.11 mg,4.21 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.91 g,2.7 g,43.12 g,0,0,0,0,0,0,1.61 g,0.310 g,0.320 g,0.660 g,0.00 mg,0,1.77 g,0,0,2.50 g
"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",100 g,376,5.6g,0.8g,0,554.00 mg,0,1427.00 mcg,0,15.855 mg,0,1.348 mg,2.378 mg,3964.00 IU,0,0,0,0,0,0,4.75 mcg,1.586 mg,71.3 mg,0,5.58 mg,5.58 mg,0,0.00 mg,0,32.11 mg,77.00 mg,0,322.00 mg,568.00 mg,0,11.89 mg,7.63 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.10 g,9.1 g,21.53 g,0,0,0,0,0,0,5.61 g,0.839 g,2.689 g,1.465 g,0.00 mg,0,3.92 g,0,0,2.75 g
"KASHI Spicy Black Bean Enchilada, unprepared, frozen",100 g,103,2.8g,0.4g,1mg,237.00 mg,0,0,0,0,0,0,0,0.00 IU,0,0,0,0,0,0,0,0,8.0 mg,0.00 IU,0,0,0,51.00 mg,0,0.90 mg,0,0,77.00 mg,175.00 mg,0,0.60 mg,3.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.70 g,3.1 g,1.00 g,0,0,0,0,0,0,2.80 g,0.400 g,1.400 g,0.800 g,1.00 mg,0,1.00 g,0,0,75.50 g
"Mushrooms, with salt, drained, boiled, cooked, white",100 g,28,0.5g,0.1g,0,238.00 mg,20.4 mg,18.00 mcg,0.00 mcg,4.460 mg,2.160 mg,0.300 mg,0.073 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.095 mg,4.0 mg,8.00 IU,0.01 mg,0.01 mg,0.0 mcg,6.00 mg,0.504 mg,1.74 mg,12.00 mg,0.115 mg,87.00 mg,356.00 mg,13.4 mcg,0.87 mg,2.17 g,0.140 g,0.055 g,0.137 g,0.009 g,0.241 g,0.064 g,0.040 g,0,0.053 g,0.084 g,0.075 g,0.022 g,0.060 g,0.054 g,0.066 g,0.075 g,0.024 g,0.031 g,0.163 g,5.29 g,2.2 g,2.34 g,0,0,0,0,0,0,0.47 g,0.061 g,0.008 g,0.183 g,0.00 mg,0,0.99 g,0.00 mg,0.00 mg,91.08 g
"Lamb, raw, tongue - swiss cut, imported, New Zealand",100 g,225,19g,5.9g,88mg,77.00 mg,0,0,0,3.078 mg,0.440 mg,0.293 mg,0.100 mg,18.00 IU,5.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,6.10 mcg,0.097 mg,0.0 mg,5.00 IU,0.57 mg,0.57 mg,0,6.00 mg,0.152 mg,1.25 mg,15.00 mg,0.018 mg,142.00 mg,207.00 mg,5.4 mcg,1.55 mg,14.27 g,0.709 g,0.960 g,0,0.187 g,1.993 g,0.610 g,0.302 g,0,0.639 g,1.102 g,1.246 g,0.465 g,0.562 g,0.457 g,0.486 g,0.681 g,0,0.494 g,0.727 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,18.61 g,5.896 g,6.404 g,1.041 g,88.00 mg,0.0 g,0.77 g,0.00 mg,0.00 mg,66.50 g
"Lambsquarters, without salt, drained, boiled, cooked",100 g,32,0.7g,0.1g,0,29.00 mg,0.5 mg,14.00 mcg,0.00 mcg,0.900 mg,0.062 mg,0.260 mg,0.100 mg,7816.00 IU,391.00 mcg,4.00 mcg,4688.00 mcg,0.00 mcg,1857.00 mcg,0,0.00 mcg,0.174 mg,37.0 mg,0.00 IU,1.85 mg,1.85 mg,494.2 mcg,258.00 mg,0.197 mg,0.70 mg,23.00 mg,0.525 mg,45.00 mg,288.00 mg,0.9 mcg,0.30 mg,3.20 g,0.245 g,0.193 g,0.329 g,0.068 g,0.397 g,0.190 g,0.088 g,0,0.193 g,0.267 g,0.270 g,0.037 g,0.126 g,0.170 g,0.152 g,0.124 g,0.029 g,0.134 g,0.172 g,5.00 g,2.1 g,0.62 g,0,0,0,0,0,0,0.70 g,0.052 g,0.131 g,0.307 g,0.00 mg,0.0 g,2.20 g,0.00 mg,0.00 mg,88.90 g
"USDA Commodity, cooked, frozen, patties (100%), beef",100 g,249,16g,6.3g,86mg,66.00 mg,0,8.00 mcg,0.00 mcg,2.940 mg,0.606 mg,0.186 mg,0.051 mg,35.00 IU,11.00 mcg,0,0.00 mcg,0,0,0,3.50 mcg,0.167 mg,0.0 mg,0,0,0,0,8.00 mg,0.064 mg,2.55 mg,19.00 mg,0.016 mg,183.00 mg,233.00 mg,21.5 mcg,5.26 mg,22.98 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91 g,0.0 g,0,0,0,0,0,0,0,16.37 g,6.252 g,8.081 g,0.589 g,86.00 mg,0.0 g,0.97 g,0.00 mg,0.00 mg,58.77 g
"CAMPBELL'S CHUNKY, Creamy Chicken and Dumplings Soup",100 g,66,3.2g,0.7g,12mg,339.00 mg,0,0,0,0,0,0,0,716.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,16.00 mg,0,0.49 mg,18.00 mg,0,36.00 mg,50.00 mg,0,0.28 mg,2.32 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09 g,1.5 g,1.09 g,0,0,0,0,0,0,3.19 g,0.680 g,0.560 g,1.950 g,12.00 mg,0,1.50 g,0,0,85.59 g
"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",100 g,44,1.6g,0.2g,0,66.00 mg,0,18.00 mcg,0,0,0,0.150 mg,0.060 mg,129.00 IU,0,0,0,0,0,0,0.39 mcg,0,0,35.00 IU,0,0,0,127.00 mg,0,0.40 mg,16.00 mg,0,0,131.00 mg,0,0.37 mg,2.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50 g,0.4 g,2.00 g,0,0,0,0,0,0,1.60 g,0.200 g,0.400 g,1.000 g,0.00 mg,0,0.73 g,0,0,90.27 g
"Beverages, prepared with whole milk, chocolate syrup",100 g,90,3g,1.7g,9mg,47.00 mg,0,5.00 mcg,0.00 mcg,0.137 mg,0.315 mg,0.165 mg,0.039 mg,88.00 IU,25.00 mcg,0.00 mcg,4.00 mcg,0.00 mcg,0.00 mcg,0,0.38 mcg,0.032 mg,0.0 mg,0,0.05 mg,0.05 mg,0.2 mcg,89.00 mg,0.090 mg,0.32 mg,18.00 mg,0.055 mg,90.00 mg,145.00 mg,3.4 mcg,0.43 mg,3.07 g,0.099 g,0.077 g,0.227 g,0.017 g,0.592 g,0.075 g,0.068 g,0,0.151 g,0.243 g,0.132 g,0.067 g,0.138 g,0.304 g,0.101 g,0.132 g,0.068 g,0.140 g,0.179 g,12.78 g,0.3 g,11.31 g,0,0,0,0,0,0,2.96 g,1.681 g,0.740 g,0.172 g,9.00 mg,0.0 g,0.69 g,2.00 mg,64.00 mg,80.51 g
"McDONALD'S, Premium Grilled Chicken Classic Sandwich",100 g,183,4.3g,0.9g,34mg,410.00 mg,0,0,0,6.521 mg,0.927 mg,0.190 mg,0.196 mg,339.00 IU,0,0,0,0,0,0,0.15 mcg,0.306 mg,3.2 mg,0,0.53 mg,0.53 mg,0,37.00 mg,0.073 mg,1.48 mg,28.00 mg,0.357 mg,195.00 mg,228.00 mg,0,0.69 mg,14.16 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.28 g,1.4 g,5.01 g,2.09 g,0.00 g,1.70 g,0.00 g,0.78 g,0.44 g,4.29 g,0.865 g,1.157 g,2.074 g,34.00 mg,0,1.96 g,0,0,57.30 g
"PIZZA HUT 14"" Super Supreme Pizza, Hand-Tossed Crust",100 g,248,11g,4.2g,28mg,658.00 mg,0,59.00 mcg,35.00 mcg,2.380 mg,0.422 mg,0.290 mg,0.367 mg,156.00 IU,32.00 mcg,0,0,0,0,0,0.84 mcg,0.098 mg,0.6 mg,0,0.66 mg,0.66 mg,8.1 mcg,104.00 mg,0.149 mg,1.53 mg,23.00 mg,0.285 mg,183.00 mg,208.00 mg,14.5 mcg,1.15 mg,11.34 g,0.489 g,0.534 g,1.047 g,0.133 g,2.923 g,0.438 g,0.331 g,0,0.527 g,0.976 g,0.711 g,0.200 g,0.570 g,1.020 g,0.587 g,0.504 g,0.138 g,0.381 g,0.624 g,26.01 g,2.3 g,3.04 g,1.03 g,0.09 g,0.67 g,0.14 g,1.12 g,0.00 g,10.95 g,4.217 g,3.805 g,1.875 g,28.00 mg,0,2.53 g,0,0,49.15 g
"Snacks, made from garden vegetables, vegetable chips",100 g,473,23g,1.8g,0,357.00 mg,31.5 mg,16.00 mcg,0.00 mcg,2.767 mg,0.474 mg,0.059 mg,0.133 mg,170.00 IU,9.00 mcg,0.00 mcg,102.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.545 mg,4.9 mg,0.00 IU,4.84 mg,4.84 mg,17.5 mcg,52.00 mg,0.232 mg,1.55 mg,53.00 mg,0.275 mg,130.00 mg,838.00 mg,1.0 mcg,0.50 mg,5.32 g,0.244 g,0.269 g,0.903 g,0.052 g,0.915 g,0.186 g,0.123 g,0,0.217 g,0.309 g,0.302 g,0.077 g,0.230 g,0.195 g,0.175 g,0.206 g,0.083 g,0.162 g,0.257 g,60.43 g,4.7 g,4.04 g,0,0,0,0,0,0,23.30 g,1.762 g,14.566 g,6.602 g,0.00 mg,0.0 g,4.64 g,0.00 mg,0.00 mg,6.31 g
"Turnip greens, without salt, drained, boiled, cooked",100 g,20,0.2g,0.1g,0,29.00 mg,0.3 mg,118.00 mcg,0.00 mcg,0.411 mg,0.274 mg,0.072 mg,0.045 mg,7625.00 IU,381.00 mcg,0.00 mcg,4575.00 mcg,0.00 mcg,8440.00 mcg,0,0.00 mcg,0.180 mg,27.4 mg,0.00 IU,1.88 mg,1.88 mg,367.6 mcg,137.00 mg,0.253 mg,0.80 mg,22.00 mg,0.337 mg,29.00 mg,203.00 mg,0.9 mcg,0.14 mg,1.14 g,0.078 g,0.072 g,0.121 g,0.013 g,0.156 g,0.069 g,0.028 g,0,0.059 g,0.105 g,0.074 g,0.026 g,0.070 g,0.054 g,0.047 g,0.063 g,0.020 g,0.044 g,0.078 g,4.36 g,3.5 g,0.53 g,0,0,0,0,0,0,0.23 g,0.053 g,0.015 g,0.091 g,0.00 mg,0.0 g,1.07 g,0.00 mg,0.00 mg,93.20 g
"Cereals ready-to-eat, Fruity DYNO-BITES, MALT-O-MEAL",100 g,404,3.2g,0.6g,1mg,630.00 mg,3.4 mg,496.00 mcg,492.00 mcg,26.500 mg,0.587 mg,2.510 mg,1.460 mg,3630.00 IU,1090.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,6.90 mcg,2.740 mg,1.0 mg,195.00 IU,1.27 mg,1.27 mg,0.2 mcg,3.00 mg,0.128 mg,7.62 mg,15.00 mg,0.631 mg,67.00 mg,76.00 mg,9.0 mcg,5.99 mg,3.90 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.10 g,1.0 g,42.60 g,0,0,0,0,0,0,3.15 g,0.640 g,2.120 g,0.258 g,1.00 mg,0.0 g,1.70 g,0.00 mg,0.00 mg,1.20 g
"Cookies, with raisins, prepared from recipe, oatmeal",100 g,435,16g,3.2g,33mg,538.00 mg,0,30.00 mcg,19.00 mcg,1.259 mg,0.329 mg,0.166 mg,0.249 mg,677.00 IU,143.00 mcg,0,144.00 mcg,0,0,0,0.08 mcg,0.071 mg,0.5 mg,0,0,0,0,100.00 mg,0.181 mg,2.65 mg,42.00 mg,0.987 mg,161.00 mg,239.00 mg,15.6 mcg,0.86 mg,6.50 g,0.292 g,0.379 g,0.489 g,0.143 g,1.549 g,0.254 g,0.155 g,0,0.254 g,0.466 g,0.256 g,0.135 g,0.322 g,0.446 g,0.310 g,0.217 g,0.081 g,0.213 g,0.322 g,68.40 g,0,0,0,0,0,0,0,0,16.20 g,3.232 g,6.888 g,5.034 g,33.00 mg,0,2.40 g,0,0,6.40 g
"Margarine-like, tub, fat-free, vegetable oil spread",100 g,44,3g,2.1g,0,580.00 mg,8.3 mg,0.00 mcg,0.00 mcg,0.883 mg,0.271 mg,0.000 mg,1.011 mg,3307.00 IU,993.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.001 mg,0.0 mg,0.00 IU,0.52 mg,0.52 mg,0.1 mcg,8.00 mg,0.000 mg,0.08 mg,1.00 mg,0.000 mg,2.00 mg,36.00 mg,0.0 mcg,0.07 mg,0.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34 g,0.0 g,0.00 g,0,0,0,0,0,0,3.04 g,2.128 g,0.356 g,0.422 g,0.00 mg,0.0 g,1.83 g,0.00 mg,0.00 mg,90.69 g
"UDI'S, Soft & Hearty Whole Grain Bread, Gluten Free",100 g,309,9.3g,0.3g,0,510.00 mg,0,0,0,1.410 mg,0,0.320 mg,0.180 mg,0,0,0,0,0,0,0,0,0.090 mg,0,0,0,0,0,60.00 mg,0.074 mg,0.76 mg,31.00 mg,0.505 mg,77.00 mg,123.00 mg,0,0.58 mg,7.25 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.09 g,4.9 g,9.81 g,1.39 g,0.00 g,1.61 g,0.00 g,6.81 g,0.00 g,9.34 g,0.266 g,5.438 g,2.415 g,0,0,1.96 g,0,0,32.36 g
"Cereals ready-to-eat, GOLDEN GRAHAMS, GENERAL MILLS",100 g,374,3.2g,0.4g,0,772.00 mg,15.2 mg,323.00 mcg,304.00 mcg,16.100 mg,0.338 mg,1.400 mg,1.200 mg,1613.00 IU,472.00 mcg,13.00 mcg,21.00 mcg,0.00 mcg,410.00 mcg,0,4.80 mcg,1.613 mg,19.4 mg,129.00 IU,0.64 mg,0.64 mg,2.0 mcg,323.00 mg,0.206 mg,14.50 mg,26.00 mg,1.848 mg,129.00 mg,206.00 mg,5.6 mcg,12.10 mg,5.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.10 g,5.6 g,35.00 g,0,0,0,0,0,0,3.20 g,0.400 g,1.600 g,1.000 g,0.00 mg,0.0 g,4.20 g,0.00 mg,0.00 mg,2.20 g
"Snacks, chocolate coated, with coconut, granola bar",100 g,531,32g,23g,0,152.00 mg,12.8 mg,9.00 mcg,0.00 mcg,0.420 mg,0,0.080 mg,0.140 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,48.00 mcg,0,0.07 mcg,0.120 mg,0.5 mg,0.00 IU,0.30 mg,0.30 mg,1.4 mcg,42.00 mg,0.319 mg,1.75 mg,56.00 mg,0,154.00 mg,254.00 mg,16.4 mcg,1.17 mg,5.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.20 g,6.2 g,34.27 g,0,0,0,0,0,0,32.20 g,22.720 g,4.970 g,3.100 g,0.00 mg,0.0 g,1.30 g,3.00 mg,41.00 mg,6.10 g
"Fast foods, with cheese and sausage, english muffin",100 g,338,21g,8.2g,43mg,668.00 mg,29.8 mg,51.00 mcg,34.00 mcg,4.217 mg,0.696 mg,0.197 mg,0.481 mg,219.00 IU,56.00 mcg,0.00 mcg,22.00 mcg,0.00 mcg,22.00 mcg,0,0.79 mcg,0.086 mg,0.0 mg,17.00 IU,0.58 mg,0.58 mg,2.2 mcg,210.00 mg,0.252 mg,3.14 mg,21.00 mg,0.284 mg,168.00 mg,179.00 mg,25.3 mcg,1.19 mg,13.28 g,0.547 g,0.585 g,0.943 g,0.185 g,2.900 g,0.600 g,0.338 g,0,0.497 g,0.930 g,0.688 g,0.235 g,0.545 g,1.033 g,0.590 g,0.477 g,0.145 g,0.363 g,0.592 g,25.28 g,0.5 g,1.98 g,0.27 g,0.00 g,0.43 g,0.43 g,0.77 g,0.07 g,20.67 g,8.152 g,7.905 g,3.115 g,43.00 mg,0.0 g,2.83 g,0.00 mg,0.00 mg,37.93 g
"Salad dressing, with salt, regular, mayonnaise type",100 g,250,22g,3.4g,19mg,653.00 mg,14.6 mg,6.00 mcg,0.00 mcg,0.004 mg,0.085 mg,0.030 mg,0.010 mg,29.00 IU,5.00 mcg,0.00 mcg,6.00 mcg,4.00 mcg,28.00 mcg,0,0.04 mcg,0.009 mg,0.0 mg,0.00 IU,1.55 mg,1.55 mg,42.2 mcg,5.00 mg,0.015 mg,0.12 mg,2.00 mg,0.015 mg,13.00 mg,36.00 mg,0.4 mcg,0.07 mg,0.65 g,0.036 g,0.041 g,0.068 g,0.014 g,0.086 g,0.022 g,0.016 g,0,0.033 g,0.056 g,0.045 g,0.020 g,0.034 g,0.025 g,0.051 g,0.029 g,0.010 g,0.027 g,0.040 g,14.78 g,0.0 g,10.02 g,4.50 g,0.00 g,4.60 g,0.00 g,0.23 g,0.69 g,21.60 g,3.396 g,5.053 g,12.187 g,19.00 mg,0.0 g,1.76 g,0.00 mg,0.00 mg,61.22 g
"MORNINGSTAR FARMS Buffalo Wings, unprepared, frozen",100 g,232,11g,1.7g,0,642.00 mg,0,0.00 mcg,0.00 mcg,4.700 mg,0,0.100 mg,0.510 mg,0.00 IU,0,0,0,0,0,0,2.50 mcg,0.240 mg,0.0 mg,0.00 IU,0,0,0,63.00 mg,0,3.20 mg,0,0,112.00 mg,265.00 mg,0,0.50 mg,14.10 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.60 g,4.8 g,2.80 g,0,0,0,0,0,0,11.00 g,1.700 g,3.200 g,5.600 g,0.00 mg,0,3.00 g,0,0,49.30 g
"Biscuits, prepared from recipe, plain or buttermilk",100 g,353,16g,4.3g,3mg,580.00 mg,0,61.00 mcg,49.00 mcg,2.949 mg,0.285 mg,0.310 mg,0.356 mg,82.00 IU,0,0,0,0,0,0,0.08 mcg,0.035 mg,0.2 mg,0,0,0,0,235.00 mg,0.082 mg,2.90 mg,18.00 mg,0.378 mg,164.00 mg,121.00 mg,19.5 mcg,0.54 mg,7.00 g,0.226 g,0.275 g,0.335 g,0.132 g,2.175 g,0.231 g,0.161 g,0,0.273 g,0.514 g,0.226 g,0.132 g,0.347 g,0.780 g,0.352 g,0.211 g,0.087 g,0.232 g,0.313 g,44.60 g,1.5 g,2.18 g,0,0,0,0,0,0,16.30 g,4.324 g,6.930 g,4.163 g,3.00 mg,0.0 g,3.20 g,0,0,28.90 g
"SCHAR, Classic White Bread, Wheat-Free, Gluten-Free",100 g,240,4.5g,1g,0,441.00 mg,0,15.00 mcg,0,3.420 mg,0,0.505 mg,0.510 mg,0,0,0,0,0,0,0,0,0.037 mg,0,0,0,0,0,159.00 mg,0.087 mg,3.17 mg,11.00 mg,0.176 mg,55.00 mg,66.00 mg,0.4 mcg,0.47 mg,3.81 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.13 g,5.1 g,3.34 g,0.79 g,0.00 g,1.01 g,0.00 g,1.54 g,0.00 g,4.47 g,0.977 g,2.009 g,0.516 g,0,0,1.72 g,0,0,43.87 g
"Sausage, smoked, with cheddar cheese, pork and beef",100 g,296,26g,9.5g,63mg,848.00 mg,0,3.00 mcg,0.00 mcg,2.900 mg,0.760 mg,0.160 mg,0.249 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.73 mcg,0.130 mg,0.0 mg,12.00 IU,0,0,0,57.00 mg,0.070 mg,0.73 mg,13.00 mg,0.032 mg,178.00 mg,206.00 mg,7.5 mcg,2.25 mg,12.89 g,0.830 g,0.840 g,1.240 g,0.150 g,2.350 g,0.910 g,0.470 g,0,0.620 g,1.100 g,1.160 g,0.360 g,0.560 g,0.970 g,0.600 g,0.540 g,0.150 g,0.520 g,0.690 g,2.13 g,0.0 g,0.11 g,0,0,0,0,0,0,25.84 g,9.482 g,12.357 g,2.735 g,63.00 mg,0.0 g,3.03 g,0.00 mg,0.00 mg,56.11 g
"Waffles, ready-to-heat, frozen, lowfat, whole wheat",100 g,257,3.6g,0.7g,0,557.00 mg,14.7 mg,57.00 mcg,44.00 mcg,5.714 mg,0.371 mg,0.486 mg,0.429 mg,519.00 IU,155.00 mcg,0.00 mcg,1.00 mcg,1.00 mcg,24.00 mcg,0,1.71 mcg,0.571 mg,0.0 mg,0.00 IU,0.41 mg,0.41 mg,3.3 mcg,143.00 mg,0.193 mg,6.43 mg,65.00 mg,1.711 mg,286.00 mg,164.00 mg,30.5 mcg,1.17 mg,7.14 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.16 g,4.3 g,4.29 g,0,0,0,0,0,0,3.57 g,0.714 g,0.714 g,1.429 g,0.00 mg,0.0 g,1.74 g,0.00 mg,0.00 mg,38.39 g
"Snacks, light (baked with less oil), tortilla chips",100 g,465,15g,2.8g,0,564.00 mg,23.4 mg,16.00 mcg,0.00 mcg,0.420 mg,0,0.280 mg,0.220 mg,81.00 IU,4.00 mcg,24.00 mcg,37.00 mcg,0.00 mcg,507.00 mcg,0,0.06 mcg,0.180 mg,0.2 mg,0.00 IU,3.53 mg,3.53 mg,0.7 mcg,159.00 mg,0.116 mg,1.63 mg,97.00 mg,0,318.00 mg,272.00 mg,15.7 mcg,1.15 mg,8.70 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.40 g,5.7 g,0.53 g,0,0,0,0,0,0,15.20 g,2.837 g,6.341 g,5.024 g,0.00 mg,0.0 g,1.85 g,0.00 mg,0.00 mg,1.30 g
"Chicken breast tenders, microwaved, cooked, breaded",100 g,252,13g,3.2g,45mg,446.00 mg,40.8 mg,12.00 mcg,0.00 mcg,6.514 mg,0.994 mg,0.098 mg,0.324 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.44 mcg,0.037 mg,0.0 mg,0,0.37 mg,0.37 mg,4.2 mcg,14.00 mg,0.316 mg,1.00 mg,26.00 mg,0.235 mg,216.00 mg,225.00 mg,30.6 mcg,0.77 mg,16.35 g,0.802 g,0.927 g,1.307 g,0.184 g,2.447 g,0.713 g,0.464 g,0.110 g,0.667 g,1.108 g,1.070 g,0.332 g,0.568 g,0.751 g,0.589 g,0.612 g,0.202 g,0.354 g,0.714 g,17.56 g,0.0 g,0.00 g,0,0,0,0,0,0,12.89 g,3.200 g,5.710 g,2.790 g,45.00 mg,0.0 g,1.87 g,0.00 mg,0.00 mg,51.34 g
"Candies, prepared-from-recipe, peanut butter, fudge",100 g,387,6.6g,1.7g,3mg,118.00 mg,0,9.00 mcg,0.00 mcg,1.439 mg,0.231 mg,0.082 mg,0.022 mg,32.00 IU,9.00 mcg,0,0,0,0,0,0.14 mcg,0.066 mg,0.0 mg,0,1.01 mg,1.01 mg,0.1 mcg,42.00 mg,0.056 mg,0.22 mg,20.00 mg,0.164 mg,68.00 mg,119.00 mg,2.2 mcg,0.48 mg,3.78 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75 g,0.7 g,73.36 g,0,0,0,0,0,0,6.59 g,1.721 g,2.867 g,1.588 g,3.00 mg,0,0.71 g,0.00 mg,0.00 mg,10.93 g
"Babyfood, junior, vanilla, custard pudding, dessert",100 g,86,1g,0.3g,38mg,26.00 mg,29.9 mg,6.00 mcg,0.00 mcg,0.076 mg,0.232 mg,0.054 mg,0.012 mg,47.00 IU,13.00 mcg,1.00 mcg,1.00 mcg,1.00 mcg,39.00 mcg,0,0.23 mcg,0.030 mg,0.4 mg,19.00 IU,0.09 mg,0.09 mg,0.0 mcg,54.00 mg,0.010 mg,0.22 mg,5.00 mg,0.010 mg,55.00 mg,68.00 mg,2.4 mcg,0.30 mg,1.76 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.58 g,0.2 g,12.20 g,0.26 g,0.00 g,0.26 g,1.70 g,0.00 g,9.34 g,0.98 g,0.325 g,0.364 g,0.128 g,38.00 mg,0.0 g,0.37 g,0.00 mg,0.00 mg,79.31 g
"Shortening frying (heavy duty), palm (hydrogenated)",100 g,884,100g,48g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.000 mg,0.0 mg,0,19.00 mg,19.00 mg,0,0.00 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0,0,0,0,0,0,0,100.00 g,47.500 g,40.600 g,7.500 g,0.00 mg,0,0.00 g,0,0,0.00 g
"Babyfood, strained, cherry vanilla pudding, dessert",100 g,68,0.3g,0.1g,10mg,0.00 mg,4.7 mg,0.00 mcg,0.00 mcg,0.038 mg,0,0.011 mg,0.008 mg,261.00 IU,18.00 mcg,0.00 mcg,145.00 mcg,0.00 mcg,9.00 mcg,0,0.01 mcg,0.011 mg,1.1 mg,1.00 IU,0.01 mg,0.01 mg,0.2 mcg,5.00 mg,0.050 mg,0.19 mg,2.00 mg,0,7.00 mg,34.00 mg,0.6 mcg,0.04 mg,0.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.80 g,0.3 g,9.15 g,0,0,0,0,0,0,0.30 g,0.087 g,0.105 g,0.053 g,10.00 mg,0.0 g,0.20 g,0.00 mg,0.00 mg,81.50 g
